chr	pos	data	neg_log10_p
chrX	316075		0.21718505807891178
chrX	336075		0.3360309419568435
chrX	356075		0.4123910674456841
chrX	376075		0.3894008080729548
chrX	396075		0.36248061311054514
chrX	416075		0.121306178187785
chrX	436075		0.0913848433712341
chrX	456075		0.09658810570458963
chrX	476075		0.11798079898114401
chrX	496075		0.1417555601183678
chrX	516075		0.1394436822038125
chrX	536075		0.1401084800944642
chrX	556075		0.1331727131947001
chrX	576075		0.12472172530185753
chrX	596075		0.12273290436601161
chrX	616075		0.07585076528393504
chrX	636075		0.12402883268928518
chrX	656075		0.1208761865336834
chrX	676075		0.08177510483790734
chrX	696075		0.1018695191295646
chrX	716075		0.08597837003234506
chrX	736075		0.07206317607707935
chrX	756075		0.06180523689367203
chrX	776075		0.09140405851432297
chrX	796075		0.09749280599881491
chrX	816075		0.16542473342383168
chrX	836075		0.1498635168545604
chrX	856075		0.17166114661869064
chrX	876075		0.17203761249655436
chrX	896075		0.1097014430000544
chrX	916075		0.1713902028427295
chrX	936075		0.17313848708287902
chrX	956075		0.16890045431353598
chrX	976075		0.16886066813651934
chrX	996075		0.20776041505552317
chrX	1016075		0.26524408067437166
chrX	1036075		0.26419069831440156
chrX	1056075		0.24721550690274066
chrX	1076075		0.2943878502938041
chrX	1096075		0.2855370774385688
chrX	1116075		0.23876459824321936
chrX	1136075		0.28986304766104365
chrX	1156075		0.2869570480756957
chrX	1176075		0.2521530534050316
chrX	1196075		0.2724498239388053
chrX	1216075		0.16312083527509907
chrX	1236075		0.25777358654780025
chrX	1256075		0.24079046100135412
chrX	1276075		0.2867552051351268
chrX	1296075		0.35940461287807324
chrX	1316075		0.304318570447653
chrX	1336075		0.3064125450919537
chrX	1356075		0.29919996058987725
chrX	1376075		0.2842178958147029
chrX	1396075		0.27397973370970014
chrX	1416075		0.26386064192577446
chrX	1436075		0.2600089774308583
chrX	1456075		0.2565895869578248
chrX	1476075		0.14826274455443372
chrX	1496075		0.18025144297950688
chrX	1516075		0.10470749986509026
chrX	1536075		0.08539915009063535
chrX	1556075		0.09110739946670965
chrX	1576075		0.07506336780265027
chrX	1596075		0.0839915434604757
chrX	1616075		0.10183014379018385
chrX	1636075		0.09891191094702041
chrX	1656075		0.060906325560194124
chrX	1676075		0.12681797387896196
chrX	1696075		0.13456497964521522
chrX	1716075		0.1076226719361671
chrX	1736075		0.08423205577230726
chrX	1756075		0.03215583218136164
chrX	1776075		0.005608315846470224
chrX	1796075		0.01616245896012048
chrX	1816075		0.0016230163274116747
chrX	1836075		0.022783601151708757
chrX	1856075		0.04428293042560621
chrX	1876075		0.12060084117995365
chrX	1896075		0.07499618681805727
chrX	1916075		0.09909914716857837
chrX	1936075		0.09902018841139792
chrX	1956075		0.12389885713615958
chrX	1976075		0.13736716197527796
chrX	1996075		0.14671172662150367
chrX	2016075		0.15723522930683
chrX	2036075		0.18117572329681284
chrX	2056075		0.2526042478195161
chrX	2076075		0.24042958440256432
chrX	2096075		0.21903468714432286
chrX	2116075		0.22916151971486556
chrX	2136075		0.20390032888141488
chrX	2156075		0.18846714034034343
chrX	2176075		0.17413807335062637
chrX	2196075		0.20417987553865213
chrX	2216075		0.21514955907029562
chrX	2236075		0.2202692727760397
chrX	2256075		0.20625783948469303
chrX	2276075		0.21829459473488316
chrX	2296075		0.23152168061014883
chrX	2316075		0.20712376329583262
chrX	2336075		0.2172943789708901
chrX	2356075		0.20168622367545733
chrX	2376075		0.2629644123401031
chrX	2396075		0.2818034247221716
chrX	2416075		0.28524079522573187
chrX	2436075		0.209283092936381
chrX	2456075		0.2301050868484872
chrX	2476075		0.19645617655945077
chrX	2496075		0.20562396925188695
chrX	2516075		0.2095125511431202
chrX	2536075		0.22370283088164844
chrX	2556075		0.29625338639512
chrX	2576075		0.23172461051900808
chrX	2596075		0.22941142073763507
chrX	2616075		0.2287988165222916
chrX	2636075		0.2518783305532709
chrX	2656075		0.22801425364459194
chrX	2676075		0.2794200525362642
chrX	2696075		0.2544966217324419
chrX	2716075		0.27537546168436233
chrX	2736075		0.23724289436274532
chrX	2756075		0.21770424950471456
chrX	2776075		0.23967511423517568
chrX	2796075		0.24127740827012
chrX	2816075		0.25312405955457035
chrX	2836075		0.24469520500449915
chrX	2856075		0.21375319831255357
chrX	2876075		0.1988769174977369
chrX	2896075		0.21233817067150337
chrX	2916075		0.22401148111277527
chrX	2936075		0.249976220405382
chrX	2956075		0.20338589616624625
chrX	2976075		0.16377952051931155
chrX	2996075		0.1545958139521357
chrX	3016075		0.13670368159517454
chrX	3036075		0.12194071676738612
chrX	3056075		0.15259418336957006
chrX	3076075		0.14161807937232487
chrX	3096075		0.14860199320945958
chrX	3116075		0.1577191213082161
chrX	3136075		0.15604672734690542
chrX	3156075		0.15142092832196183
chrX	3176075		0.14690427684330648
chrX	3196075		0.13059402981321303
chrX	3216075		0.06594594105264703
chrX	3236075		0.04082109959777553
chrX	3256075		0.04818280337395847
chrX	3276075		0.03963726073582781
chrX	3296075		0.008146038575653698
chrX	3316075		0.01690862434973426
chrX	3336075		0.039001917876535196
chrX	3356075		0.05992818005517786
chrX	3376075		0.07513024321747531
chrX	3396075		0.06866262297311262
chrX	3416075		0.05310927347919318
chrX	3436075		0.0419132969473939
chrX	3456075		0.01360046901802953
chrX	3476075		0.025375458703475177
chrX	3496075		0.030074309132884447
chrX	3516075		0.014698313755909418
chrX	3536075		0.017084045807636915
chrX	3556075		0.022829933520396157
chrX	3576075		0.020504122788417574
chrX	3596075		0.011168666161273315
chrX	3616075		0.009770506267513862
chrX	3636075		0.01610089231583914
chrX	3656075		0.016355428723720627
chrX	3676075		0.04200550114125778
chrX	3696075		0.1159264389918186
chrX	3716075		0.0687369024659144
chrX	3736075		0.050490170523519486
chrX	3756075		0.023296578664191936
chrX	3776075		0.10818857113397173
chrX	3796075		0.10921980270823012
chrX	3816075		0.06147010169574699
chrX	3836075		0.04081941520625429
chrX	3856075		0.013393273252477808
chrX	3876075		0.020212785223295636
chrX	3896075		0.001516135953915696
chrX	3916075		0.055878971504889186
chrX	3936075		0.009188346108220622
chrX	3956075		0.04060671827639313
chrX	3976075		0.036569578408779474
chrX	3996075		0.08676058760922299
chrX	4016075		0.0011176524920799426
chrX	4036075		0.032641816069686184
chrX	4056075		0.039241994090086996
chrX	4076075		0.024951024438057707
chrX	4096075		0.01729628142381043
chrX	4116075		0.011600837052124498
chrX	4136075		0.022011842782168764
chrX	4156075		0.07522656873336928
chrX	4176075		0.07320890985318837
chrX	4196075		0.15253062923285518
chrX	4216075		0.15985665535161392
chrX	4236075		0.18513355756148225
chrX	4256075		0.15029582537018085
chrX	4276075		0.1030407134514405
chrX	4296075		0.11112909546454787
chrX	4316075		0.0586138247862682
chrX	4336075		0.0487062718173284
chrX	4356075		0.031787188707402936
chrX	4376075		0.0038014588360925847
chrX	4396075		0.04196475326335915
chrX	4416075		0.04898635840209369
chrX	4436075		0.10415627786481228
chrX	4456075		0.09055211011570649
chrX	4476075		0.09073842577938135
chrX	4496075		0.11917038556532482
chrX	4516075		0.10968164288870731
chrX	4536075		0.16877377415912084
chrX	4556075		0.19390629899260775
chrX	4576075		0.17905498328588046
chrX	4596075		0.15191986486264913
chrX	4616075		0.10820683772971124
chrX	4636075		0.06836146155140688
chrX	4656075		0.08669267362875702
chrX	4676075		0.11284118189785873
chrX	4696075		0.11623109904408505
chrX	4716075		0.056301056873383
chrX	4736075		0.11836433746543157
chrX	4756075		0.15452298332133435
chrX	4776075		0.1810808590968973
chrX	4796075		0.24249647228190133
chrX	4816075		0.14413525114312756
chrX	4836075		0.11316351180776618
chrX	4856075		0.1766257514511759
chrX	4876075		0.21057480857775393
chrX	4896075		0.19612955399207332
chrX	4916075		0.17799868539632174
chrX	4936075		0.18231087965059284
chrX	4956075		0.10236164214344416
chrX	4976075		0.027206190355929583
chrX	4996075		0.10465666122497065
chrX	5016075		0.14151314189849987
chrX	5036075		0.1245712792931064
chrX	5056075		0.28005426201746364
chrX	5076075		0.23983891395042792
chrX	5096075		0.130999412776194
chrX	5116075		0.013769700415521016
chrX	5136075		0.03254712303771855
chrX	5156075		0.05974764840247892
chrX	5176075		0.09273692943016293
chrX	5196075		0.052278145325319915
chrX	5216075		0.079053072726858
chrX	5236075		0.0376163030701677
chrX	5256075		0.015729107822713195
chrX	5276075		0.12957220211154846
chrX	5296075		0.05984549781690837
chrX	5316075		0.05982578252362082
chrX	5336075		0.13243689191924266
chrX	5356075		0.08771923939355443
chrX	5376075		0.05715107822423491
chrX	5396075		0.06579027504337497
chrX	5416075		0.08340410815025785
chrX	5436075		0.1107546957652467
chrX	5456075		0.14207391995302443
chrX	5476075		0.15465596853818417
chrX	5496075		0.10322186427396171
chrX	5516075		0.08514882612709522
chrX	5536075		0.11211670079276183
chrX	5556075		0.17769251196618904
chrX	5576075		0.19201373385037218
chrX	5596075		0.21254027716174118
chrX	5616075		0.17883341397073724
chrX	5636075		0.17967578818399613
chrX	5656075		0.15318482053034102
chrX	5676075		0.13490162159703437
chrX	5696075		0.08217695526089466
chrX	5716075		0.12431278173157898
chrX	5736075		0.12268299300325733
chrX	5756075		0.18178964032305106
chrX	5776075		0.1390284456924961
chrX	5796075		0.0018269383676518002
chrX	5816075		0.01983288138016789
chrX	5836075		0.0060453740144767835
chrX	5856075		0.024536240007567815
chrX	5876075		0.03810958477706532
chrX	5896075		0.07121130480984901
chrX	5916075		0.07119305778352233
chrX	5936075		0.06594676485203164
chrX	5956075		0.08658599859423702
chrX	5976075		0.043645035434461875
chrX	5996075		0.044011483054236994
chrX	6016075		0.08364741159401047
chrX	6036075		0.045235564447252276
chrX	6056075		0.10649161864758949
chrX	6076075		0.013486059246730697
chrX	6096075		0.02915021043790917
chrX	6116075		0.016106905323219307
chrX	6136075		0.049537312397173044
chrX	6156075		0.05711386255299908
chrX	6176075		0.00581469585904112
chrX	6196075		0.020707864946065517
chrX	6216075		0.05707570940276051
chrX	6236075		0.10034810160654294
chrX	6256075		0.09082854295079436
chrX	6276075		0.03910938797616935
chrX	6296075		0.05654954230266285
chrX	6316075		0.0476847115843185
chrX	6336075		0.01178944089211714
chrX	6356075		0.0067049425650886505
chrX	6376075		0.016974344448772334
chrX	6396075		0.03986881741329148
chrX	6416075		0.13676517030041818
chrX	6436075		0.06536161451123028
chrX	6456075		0.14118935702057436
chrX	6476075		0.08182356522474027
chrX	6496075		0.13349543046561715
chrX	6516075		0.17342689535081476
chrX	6536075		0.22792702333486162
chrX	6556075		0.1173193427491196
chrX	6576075		0.0964009498321802
chrX	6596075		0.08800689532130353
chrX	6616075		0.08976602322046275
chrX	6636075		0.05598219344317662
chrX	6656075		0.0020373319905705647
chrX	6676075		0.05055170457412487
chrX	6696075		0.060573792196018716
chrX	6716075		0.045551510217046405
chrX	6736075		0.043915954328855644
chrX	6756075		0.078977807098605
chrX	6776075		0.05885531951939148
chrX	6796075		0.0967625016211547
chrX	6816075		0.04539365704709763
chrX	6836075		0.0788861559279813
chrX	6856075		0.12179712744641082
chrX	6876075		0.11962043253098781
chrX	6896075		0.10676914103161277
chrX	6916075		0.10055351774274388
chrX	6936075		0.04782934746635926
chrX	6956075		0.08988274105361148
chrX	6976075		0.12030688017913488
chrX	6996075		0.16404017426120188
chrX	7016075		0.11315605502636474
chrX	7036075		0.14279523117189774
chrX	7056075		0.27730028975017645
chrX	7076075		0.23555683711049757
chrX	7096075		0.26939467038090054
chrX	7116075		0.27653019491766995
chrX	7136075		0.2582969990845884
chrX	7156075		0.2428160538934849
chrX	7176075		0.21062829759368523
chrX	7196075		0.13059809211847798
chrX	7216075		0.17266555412215517
chrX	7236075		0.1756172461663288
chrX	7256075		0.1531380885264928
chrX	7276075		0.11314753621987095
chrX	7296075		0.1125606133564615
chrX	7316075		0.12232709896071021
chrX	7336075		0.08840048995585686
chrX	7356075		0.020717946677015594
chrX	7376075		0.0045954373249544244
chrX	7396075		0.08313106563947804
chrX	7416075		0.07196385644935545
chrX	7436075		0.016393540358749174
chrX	7456075		0.10772520367300759
chrX	7476075		0.07002394837328994
chrX	7496075		0.06252041356865531
chrX	7516075		0.03319319799965851
chrX	7536075		0.07994560441293652
chrX	7556075		0.03608026186441487
chrX	7576075		0.026550426385361307
chrX	7596075		0.030881129218304725
chrX	7616075		0.006675796075476024
chrX	7636075		0.01271784608639221
chrX	7656075		0.007348589455005999
chrX	7676075		0.013843853161256536
chrX	7696075		0.02911518214672178
chrX	7716075		0.04915790102603908
chrX	7736075		0.04842697132515744
chrX	7756075		0.017677691932623262
chrX	7776075		0.011591903409201142
chrX	7796075		0.018673093783704853
chrX	7816075		0.0081912327278682
chrX	7836075		0.0062014859651641045
chrX	7856075		0.023211659487015767
chrX	7876075		0.012942180407413805
chrX	7896075		0.09353243894353744
chrX	7916075		0.11297854276779805
chrX	7936075		0.0811254204305226
chrX	7956075		0.06237662603024504
chrX	7976075		0.16080699480174482
chrX	7996075		0.12281351066603648
chrX	8016075		0.13057912888480475
chrX	8036075		0.17295203364520487
chrX	8056075		0.14007373644936172
chrX	8076075		0.054772916650394805
chrX	8096075		0.0653449830307926
chrX	8116075		0.031203734652376643
chrX	8136075		0.010129787456990147
chrX	8156075		0.007902280140710915
chrX	8176075		0.015293456772264279
chrX	8196075		0.052917588110344096
chrX	8216075		0.08650719069174592
chrX	8236075		0.10807135503170619
chrX	8256075		0.0859311130039032
chrX	8276075		0.0890471551335154
chrX	8296075		0.09073209271793405
chrX	8316075		0.12723910900146002
chrX	8336075		0.1327691164500263
chrX	8356075		0.12570886488731983
chrX	8376075		0.09174784064673369
chrX	8396075		0.14785392842226008
chrX	8416075		0.15217408153529324
chrX	8436075		0.13641147564543596
chrX	8456075		0.19477492245824657
chrX	8476075		0.21440275147379506
chrX	8496075		0.17980239147360433
chrX	8516075		0.17987817965405484
chrX	8536075		0.23472990512017491
chrX	8556075		0.26690826215917035
chrX	8576075		0.2896062980523221
chrX	8596075		0.26429703709286917
chrX	8616075		0.24061937590188992
chrX	8636075		0.19243233729948553
